year,question_number,subject,question_text,option_a,option_b,option_c,option_d,answer
2025,12,Modern History,Non-Cooperation Programme parts: I. Boycott of law-courts/foreign cloth II. Strict non-violence III. Retention of titles without public use IV. Establishment of Panchayats. How many were parts?,Only one,Only two,Only three,All the four,c
2025,13,Ancient History,The irrigation device 'Araghatta' was:,Leather water bag,Wheel with earthen pots,Large pot driven by bullocks,Bucket pulled by hand,b
2025,14,Ancient History,"Which ruler assumed titles 'Mattavilasa', 'Vichitrachitta' and 'Gunabhara'?",Mahendravarman I,Simhavishnu,Narasimhavarman I,Simhavarman,a
2025,15,Ancient History,Fa-hien (Faxian) travelled to India during the reign of:,Samudragupta,Chandragupta II,Kumaragupta I,Skandagupta,b
2025,16,Ancient History,Who led a successful military campaign against the kingdom of Srivijaya?,Amoghavarsha,Prataparudra,Rajendra I (Chola),Vishnuvardhana,c
2025,17,Ancient History,Territorial region pairs (600-322 BC): I. Asmaka-Godavari II. Kamboja-Vipas III. Avanti-Mahanadi IV. Kosala-Sarayu. How many are correctly matched?,Only one,Only two,Only three,All the four,b
2025,18,Art and Culture,The first Gandharva Mahavidyalaya was set up in 1901 in:,Delhi,Gwalior,Ujjain,Lahore,d
2025,19,Ancient History,"Ashokan officers 'Pradeshika', 'Rajuka' and 'Yukta' were at the level of:",Village administration,District administration,Provincial administration,Central administration,b
2025,20,Modern History,Non-Cooperation Movement: I. Congress objective became Swaraj by legitimate/peaceful means. II. Implemented in stages with civil disobedience only if Swaraj didn't come within a year.,I only,II only,Both I and II,Neither I nor II,c
2025,21,Current Affairs,"NATO members: Austria, Bulgaria, Croatia, Serbia, Sweden, North Macedonia. How many are members?",Only three,Only four,Only five,All the six,b
2025,22,Geography,"Andes mountains pass through: Bolivia, Brazil, Colombia, Ecuador, Paraguay, Venezuela. How many?",Only two,Only three,Only four,Only five,c
2025,23,Geography,Through which water bodies does the equator pass? I. Lake Tanganyika II. Lake TonlÃ© Sap III. Patos Lagoon,Only one,Only two,All the three,,d
2025,24,Geography,"Turmeric (2022-23): I. India is largest producer/exporter. II. More than 30 varieties grown in India. III. MH, TG, KA, TN are major producing states.",I and II only,II and III only,I and III only,"I, II and III",d
2025,25,Geography,Evidence of continental drift: I. Ancient rock belts match Brazil and W. Africa. II. Ghana gold derived from Brazil plateau. III. Indiaâ€™s Gondwana sediments match 6 S. Hemisphere landmasses.,I and III only,I and II only,"I, II and III",II and III only,c
2025,26,Geography,Statement I: Dust particles are more in subtropical/temperate areas than equatorial/polar. Statement II: Subtropical and temperate areas have less dry winds.,Both correct & II explains I,Both correct & II doesn't explain I,I is correct but II is not,I is not correct but II is correct,c
2025,27,Geography,"Statement I: In January, isotherms bend equatorward over land and poleward over oceans in N. Hemisphere. Statement II: In Jan, air over oceans is warmer than land in N. Hemisphere.",Both correct & II explains I,Both correct & II doesn't explain I,I is correct but II is not,I is not correct but II is correct,a
2025,28,Geography,Statement I: Chalk is very permeable; clay is quite impermeable. Statement II: Chalk is porous and absorbs water. Statement III: Clay is not at all porous.,Both II & III correct and explain I,Both II & III correct but only one explains I,Only one of II or III is correct,Neither II nor III is correct,c
2025,29,Geography,"Atmosphere: I. Without it, temp would be below freezing everywhere. II. Absorbed heat maintains average temp. III. Gases like CO2 are good at trapping radiation.",I and III only,I and II only,"I, II and III",II and III only,d
2025,30,Geography,Rashtriya Gokul Mission: I. Focuses on rural poor/indigenous animals. II. Initiated to promote/conserve indigenous cattle and buffalo.,I only,II only,Both I and II,Neither I nor II,c
2025,31,Economy,Statement I: Cement industry is >5% global CO2. Statement II: Silica clay mixed with limestone. Statement III: Limestone converted to lime in clinker production.,Both II & III correct and explain I,Both II & III correct but only one explains I,Only one of II or III is correct,Neither II nor III is correct,b
2025,32,Science & Tech,"Statement I: India didn't sign COP28 Declaration on Climate and Health. Statement II: It is a binding declaration. Statement III: If health sector is decarbonized, resilience may be compromised.",Both II & III correct and explain I,Both II & III correct but only one explains I,Only one of II or III is correct,Neither II nor III is correct,c
2025,33,Current Affairs,"Statement I: Shift taking place in Earth's rotation/axis. Statement II: Solar flares bombard atmosphere. Statement III: As polar ice melts, water moves toward equator.",Both II & III correct and explain I,Both II & III correct but only one explains I,Only one of II or III is correct,Neither II nor III is correct,b
2025,34,Geography,Statement I: Paris Agreement Article 6 is frequently discussed. Statement II: Article 6 sets carbon market principles. Statement III: Article 6 promotes non-market strategies.,Both II & III correct and explain I,Both II & III correct but only one explains I,Only one of II or III is correct,Neither II nor III is correct,a
2025,35,Environment & Ecology,Who launched 'Nature Solutions Finance Hub for Asia and the Pacific'?,ADB,AIIB,NDB,IBRD,a
2025,36,Current Affairs,Direct Air Capture: I. Used for carbon sequestration. II. Approach for plastic production/food processing. III. Source of carbon for synthetic low-carbon aviation fuel.,I and II only,III only,"I, II and III",None are correct,c
2025,37,Science & Tech,Peacock tarantula: I. Omnivorous crustacean. II. Natural habitat limited to some forest areas. III. Arboreal species.,I only,I and III,II only,II and III,d
2025,38,Environment & Ecology,CO2 in India: I. Emissions less than 0.5 t per capita. II. India ranks 2nd in Asia-Pacific for fuel combustion emissions. III. Electricity/heat producers are largest sources.,I and III only,II only,II and III only,"I, II and III",c
2025,39,Environment & Ecology,Plant descriptions: I. Cassava-Woody shrub II. Ginger-Herb with pseudostem III. Malabar spinach-Herbaceous climber IV. Mint-Annual shrub V. Papaya-Woody shrub. How many correct?,Only two,Only three,Only four,All the five,b
2025,40,Geography,Earth: I. Rain forests produce more oxygen than oceans. II. Phytoplankton/bacteria produce ~50% world's oxygen. III. Oxygenated surface water contains more oxygen than atmospheric air.,I and II,II only,I and III,None are correct,b
2025,41,Environment & Ecology,How many are alternative powertrain vehicles? I. Full battery electric II. Hydrogen fuel cell III. Fuel cell-electric hybrid,Only one,Only two,All the three,,c
2025,42,Science & Tech,UAVs: I. All types can do vertical landing. II. All types can do automated hovering. III. All types can use battery only power.,Only one,Only two,All the three,,d
2025,43,Science & Tech,How many usually make up battery cathodes? I. Cobalt II. Graphite III. Lithium IV. Nickel,Only one,Only two,Only three,All the four,c
2025,44,Science & Tech,How many contain plastic? I. Cigarette butts II. Eyeglass lenses III. Car tyres,Only one,Only two,All the three,,c
2025,45,Environment & Ecology,Coal gasification can be used to produce how many? I. Ethanol II. Nitroglycerine III. Urea,Only one,Only two,All the three,,b
2025,46,Science & Tech,"Common characteristic of CL-20, HMX and LLM-105:",HFC alternatives,Military explosives,Missile fuels,Rocket propulsion fuels,b
2025,47,Science & Tech,Consider: I. Majorana 1 chip will enable quantum computing. II. Introduced by AWS. III. Deep learning is a subset of machine learning. How many correct?,Only one,Only two,All the three,,c
2025,48,Science & Tech,Monoclonal antibodies: I. Man-made proteins. II. Stimulate immunological function by binding to antigens. III. Used for treating viral infections like Nipah.,I and II only,II and III only,I and III only,"I, II and III",d
2025,49,Science & Tech,Consider: I. No virus survives in ocean waters. II. No virus infects bacteria. III. No virus can change cellular transcriptional activity.,I and II only,II and III only,I and III only,"I, II and III",d
2025,50,Science & Tech,Statement I: Activated carbon removes pollutants. Statement II: It has large surface area for adsorption. Statement III: Easily synthesized from environmental wastes.,Both II & III correct and explain I,Both II & III correct but only one explains I,Only one of II or III is correct,Neither II nor III is correct,a
2025,51,Polity,Indian polity: I. Ordinance can amend any Central Act. II. Ordinance can abridge Fundamental Rights. III. Ordinance can be retrospective. How many are correct?,I and II only,II and III only,I and III only,"I, II and III",c
2025,52,Polity,State pairs: I. Arunachal-Capital named after fort & 2 National Parks II. Nagaland-Came into existence by CA Act III. Tripura-Part C State to UT to full state. How many correctly matched?,Only one,Only two,All the three,,b
2025,53,Polity,Which were established as per provisions of the Constitution? I. Inter-State Council II. National Security Council III. Zonal Councils,Only one,Only two,All the three,,a
2025,54,Polity,Consider: I. Constitution mentions Governor acts in own discretion in certain spheres. II. President can reserve a State bill without Governor's forwarding.,I only,II only,Both I and II,Neither I nor II,a
2025,55,Polity,Match: I. Separation of Judiciary-DPSP II. Preserving rich heritage-Fundamental Duties III. Prohibition of child labour <14 in factories-Fundamental Rights. How many correct?,Only one,Only two,All the three,,c
2025,56,Polity,If an area is declared Scheduled Area: I. State Govt loses executive power & local body takes over. II. Union Govt can take over administration on Governor's recommendation.,I only,II only,Both I and II,Neither I nor II,d
2025,57,Economy,Match: I. National Automotive Board-Commerce II. Coir Board-Heavy Industries III. National Centre for Trade Information-MSME. How many correct?,Only one,Only two,All the three,,d
2025,58,Polity,Which require ratification by half the States for amendment? I. Union List II. Executive power of State III. Conditions of Governor's office,I and II only,II and III only,I and III only,"I, II and III",a
2025,59,Polity,Polity: I. Governor not answerable to court for duties. II. No criminal proceedings against Governor in office. III. MLAs not liable for things said in House. How many correct?,I and II only,II and III only,I and III only,"I, II and III",d
2025,60,Economy,Regulated by PNGRB: I. Crude oil production II. Refining/storage/distribution III. Marketing/sale IV. Natural gas production. How many?,Only one,Only two,Only three,All the four,b
2025,61,Economy,"Revenue Expenditure 80k cr, Revenue Receipts 60k cr, Borrowings 10k cr, Interest 6k cr. I. Revenue deficit 20k cr. II. Fiscal deficit 10k cr. III. Primary deficit 4k cr.",I and II only,II and III only,I and III only,"I, II and III",d
2025,62,Economy,INSTC will connect:,India to Central Asia to Europe via Iran,India to Central Asia via China,India to SE Asia through BG/MM,India to Europe through Azerbaijan,a
2025,63,Current Affairs,Statement I: Brazil produces more ethanol than USA. Statement II: USA uses corn; Brazil uses sugarcane for feedstock.,Both correct & II explains I,Both correct & II doesn't explain I,I is correct but II is not,I is not correct but II is correct,d
2025,64,Geography,Wet-bulb temperatures >35C report implication: I. Peninsular India will suffer flooding/cyclones. II. Survival affected as heat shedding via perspiration becomes difficult.,I only,II only,Both I and II,Neither I nor II,c
